qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovs	qcovhsp	stitle	accession
ABUW_4004	gb|CP096744.1|	99.921	1266	1	0	1	1266	59634	60899	0.0	2333	1266	71278	100	100	Acinetobacter baumannii strain 5671 plasmid p5671_2, complete sequence	CP096744.1
ABUW_4004	gb|CP096754.1|	99.921	1266	1	0	1	1266	59194	60459	0.0	2333	1266	71044	100	100	Acinetobacter baumannii strain 5664 plasmid p5664, complete sequence	CP096754.1
ABUW_4004	gb|CP096756.1|	99.921	1266	1	0	1	1266	59168	60433	0.0	2333	1266	71044	100	100	Acinetobacter baumannii strain 5663 plasmid p5663, complete sequence	CP096756.1
ABUW_4004	gb|CP096763.1|	99.921	1266	1	0	1	1266	2838	4103	0.0	2333	1266	72248	100	100	Acinetobacter baumannii strain 5651 plasmid p5651, complete sequence	CP096763.1
ABUW_4004	gb|CP099785.1|	99.921	1266	1	0	1	1266	49252	50517	0.0	2333	1266	75310	100	100	Acinetobacter baumannii strain NCCP 15989 plasmid unnamed, complete sequence	CP099785.1
ABUW_4004	gb|CP099787.1|	99.921	1266	1	0	1	1266	31097	29832	0.0	2333	1266	72095	100	100	Acinetobacter baumannii strain NCCP 15992 plasmid unnamed, complete sequence	CP099787.1
ABUW_4004	gb|CP099791.1|	99.526	1266	6	0	1	1266	41723	42988	0.0	2305	1266	73034	100	100	Acinetobacter baumannii strain NCCP 15996 plasmid unnamed1, complete sequence	CP099791.1
ABUW_4004	gb|CP100306.1|	99.921	1266	1	0	1	1266	18789	20054	0.0	2333	1266	74294	100	100	Acinetobacter baumannii strain KBN10P05679 plasmid unnamed1, complete sequence	CP100306.1
ABUW_4004	emb|HG977523.1|	99.921	1266	1	0	1	1266	2764	4029	0.0	2333	1266	63720	100	100	Acinetobacter baumannii plasmid pCS01A, complete sequence	HG977523.1
ABUW_4004	emb|HG977527.1|	99.921	1266	1	0	1	1266	2764	4029	0.0	2333	1266	63795	100	100	Acinetobacter baumannii plasmid pCR17A, complete sequence	HG977527.1
ABUW_4004	gb|JAHPZP010000021.1|	99.526	1266	6	0	1	1266	7983	6718	0.0	2305	1266	70873	100	100	Acinetobacter baumannii plasmid pAci46a, whole genome shotgun sequence	JAHPZP010000021.1
ABUW_4004	gb|KF669606.1|	100.0	1266	0	0	1	1266	2572	3837	0.0	2338	1266	70100	100	100	Acinetobacter baumannii strain G7 plasmid pAb-G7-2 transposon TnaphA6, complete sequence	KF669606.1
ABUW_4004	gb|KF889012.1|	99.526	1266	6	0	1	1266	61047	62312	0.0	2305	1266	65890	100	100	Acinetobacter baumannii TYTH-1 plasmid pAB_CC, complete sequence	KF889012.1
ABUW_4004	gb|KM051846.1|	100.0	1266	0	0	1	1266	2572	3837	0.0	2338	1266	70102	100	100	Acinetobacter baumannii strain D72 plasmid pD72-2, complete sequence	KM051846.1
ABUW_4004	gb|KR535992.1|	100.0	1266	0	0	1	1266	2572	3837	0.0	2338	1266	70098	100	100	Acinetobacter baumannii strain A105 plasmid pA105-1, complete sequence	KR535992.1
ABUW_4004	gb|KU549175.1|	100.0	1266	0	0	1	1266	2572	3837	0.0	2338	1266	103871	100	100	Acinetobacter baumannii strain C13 plasmid pC13-2, complete sequence	KU549175.1
ABUW_4004	gb|KX230794.1|	100.0	1266	0	0	1	1266	2572	3837	0.0	2338	1266	67025	100	100	Acinetobacter baumannii strain MAL plasmid pMAL-2, complete sequence	KX230794.1
ABUW_4004	gb|KY022424.1|	100.0	1266	0	0	1	1266	30855	32120	0.0	2338	1266	82667	100	100	Acinetobacter baumannii strain Ab8098 plasmid pAb8098, complete sequence	KY022424.1
ABUW_4004	emb|LT984690.1|	100.0	1266	0	0	1	1266	2572	3837	0.0	2338	1266	79598	100	100	Acinetobacter baumannii isolate K50 genome assembly, plasmid: I	LT984690.1
ABUW_4004	gb|MG954377.1|	99.921	1266	1	0	1	1266	2572	3837	0.0	2333	1266	123432	100	100	Acinetobacter baumannii strain SGH9601 plasmid pS21-2, complete sequence	MG954377.1
ABUW_4004	gb|MG954379.1|	99.921	1266	1	0	1	1266	2572	3837	0.0	2333	1266	70833	100	100	Acinetobacter baumannii strain SGH0905 plasmid pS32-2, complete sequence	MG954379.1
ABUW_4004	gb|MK243454.1|	100.0	1266	0	0	1	1266	2572	3837	0.0	2338	1266	66886	100	100	Acinetobacter baumannii strain 09A16CRGN0014 plasmid pCRA914-67, complete sequence	MK243454.1
ABUW_4004	gb|MK386681.1|	99.921	1266	1	0	1	1266	2572	3837	0.0	2333	1266	74241	100	100	Acinetobacter baumannii strain ABAY09008 plasmid pABAY09008_1B, complete sequence	MK386681.1
ABUW_4004	gb|MK531538.1|	99.842	1266	2	0	1	1266	2572	3837	0.0	2327	1266	67441	100	100	Acinetobacter baumannii strain MC23 plasmid pMC23.1, complete sequence	MK531538.1
ABUW_4005	gb|AEOY01000095.1|	100.0	525	0	0	1	525	3996	4520	0.0	970	525	63320	100	100	Acinetobacter baumannii 3990 plasmid p1ABST2, whole genome shotgun sequence	AEOY01000095.1
ABUW_4005	gb|AFDB02000004.1|	100.0	525	0	0	1	525	48870	49394	0.0	970	525	67012	100	100	Acinetobacter baumannii Naval-81 plasmid pNaval81-67, complete sequence, whole genome shotgun sequence	AFDB02000004.1
ABUW_4005	gb|AFDL01000006.1|	100.0	525	0	0	1	525	24567	24043	0.0	970	525	69518	100	100	Acinetobacter baumannii OIFC143 plasmid pOIFC143-70, whole genome shotgun sequence	AFDL01000006.1
ABUW_4005	gb|ALII01000020.1|	100.0	525	0	0	1	525	8040	7516	0.0	970	525	67025	100	100	Acinetobacter baumannii IS-123 plasmid pIS123-67, complete sequence, whole genome shotgun sequence	ALII01000020.1
ABUW_4005	dbj|AP023078.1|	99.619	525	2	0	1	525	64852	65376	0.0	959	525	73028	100	100	Acinetobacter baumannii OCU_Ac16a plasmid pOCU_Ac16a_1 DNA, complete sequence	AP023078.1
